特价,原价,药名,厂家,规格,效期
券后约 ￥11.98,￥12.61,枸橼酸莫沙必利胶囊,上海新黄河制药有限公司,规格：5mg*28粒                                                    ,效期：2023-04-23
券后约 ￥1.36,￥1.43,5%葡萄糖注射液,四川科伦药业股份有限公司,规格：500ml:25g(塑瓶),效期：2023-06-30
券后约 ￥4.06,￥4.27,感冒退热颗粒,昭通市骅成制药有限公司,规格：18g*8袋,效期：2023-08-31
券后约 ￥2.49,￥2.62,风油精,福建太平洋制药有限公司,规格：6ml,效期：2023-06-30
券后约 ￥9.21,￥9.69,复方穿心莲片,广西圣特药业有限公司,规格：100片*10袋(糖衣),效期：2022-08-31
券后约 ￥7.13,￥7.50,穿龙骨刺胶囊,中美华医（河北）制药有限公司,规格：0.5g*10粒*3板                                               ,效期：2022-08-22
券后约 ￥7.01,￥7.38,人参健脾丸,北京御生堂集团石家庄制药有限公司,规格：6g*10丸,效期：2023-08-31
券后约 ￥1.61,￥1.70,美洛昔康片,宁夏康亚药业股份有限公司,规格：7.5mg*10片,效期：2022-07-31
券后约 ￥5.42,￥5.70,胃刻宁片,吉林双药药业集团有限公司,规格：36片,效期：2022-05-31
券后约 ￥4.28,￥4.51,济生肾气丸,北京御生堂集团石家庄制药有限公司,规格：9g*6袋（小蜜丸）,效期：2023-07-31
券后约 ￥10.05,￥10.58,黄芪精,江苏康缘阳光药业有限公司委托江苏康缘药业股份有限公司生产,规格：10ml*10支                                                   ,效期：2022-06-30
券后约 ￥2.80,￥2.95,三七伤药片,山西万辉制药有限公司,规格：12片*3板,效期：2023-05-31
券后约 ￥9.21,￥9.70,盐酸吡格列酮片,石药集团远大（大连）制药有限公司,规格：15mg*14片,效期：2023-02-28
券后约 ￥5.16,￥5.43,石淋通颗粒,四川菲德力制药有限公司,规格：15g*20袋                                                    ,效期：2022-08-31
券后约 ￥7.71,￥8.12,骨筋丸胶囊,哈尔滨中药六厂有限公司,规格：0.3g*40粒,效期：2021-12-31
券后约 ￥3.83,￥4.03,风油精,江苏华神药业有限公司,规格：12ml,效期：2023-06-30
券后约 ￥3.79,￥3.99,玉屏风丸,山西华康药业股份有限公司,规格：6g*6袋(每15粒重1g),效期：2023-04-30
券后约 ￥4.43,￥4.66,逍遥丸(浓缩丸),河南省济源市济世药业有限公司,规格：200丸(每8丸相当于饮片3g),效期：2025-05-24
券后约 ￥3.25,￥3.42,决明降脂片,吉林玉仁制药股份有限公司,规格：0.31g*12片*3板,效期：2023-05-13
券后约 ￥13.11,￥13.80,羟苯磺酸钙分散片,海南林恒制药股份有限公司,规格：0.25g*12片*3板,效期：2022-05-31
券后约 ￥5.71,￥6.01,夏桑菊颗粒,四川依科制药有限公司,规格：10g*20袋(直立袋),效期：2022-05-31
券后约 ￥7.04,￥7.41,夏桑菊颗粒,广西药用植物园制药厂,规格：10g*20袋(直立袋),效期：2022-05-12
券后约 ￥2.49,￥2.62,银黄胶囊,四川省仁德制药有限公司,规格：0.3g*12粒*2板,效期：2022-05-31
券后约 ￥4.33,￥4.56,丹参舒心胶囊,通化利民药业有限责任公司,规格：0.3g*12粒*3板,效期：2023-06-30
券后约 ￥9.68,￥10.19,金嗓子喉宝(无蔗糖)香橙味含片,广西金嗓子保健品有限公司,规格：22.8g(铁盒),效期：2023-09-03
券后约 ￥10.88,￥11.45,麦味地黄丸,北京同仁堂科技发展股份有限公司制药厂,规格：6g*10袋,效期：2021-09-30
券后约 ￥3.96,￥4.17,清脑降压片,景忠山国药(唐山)有限公司,规格：18片*2板(糖衣),效期：2023-06-30
券后约 ￥12.19,￥12.83,曲安奈德鼻喷雾剂,南京星银药业集团有限公司,规格：120揿/6ml,效期：2023-05-31
券后约 ￥6.27,￥6.60,锁阳固精丸,药都制药集团股份有限公司,规格：9g*10丸,效期：2023-06-19
券后约 ￥10.16,￥10.69,前列舒乐胶囊,临江市宏大药业有限公司,规格：0.4g*16粒*3板,效期：2023-08-31
券后约 ￥5.80,￥6.11,氨苄西林丙磺舒胶囊,长春璞元药业有限公司,规格：0.25g*9粒*2板,效期：2022-03-31
券后约 ￥5.42,￥5.70,愈美片,江苏云阳集团药业有限公司/江苏云阳集团药业有限公司,规格：12片*2板,效期：2022-02-28
券后约 ￥3.96,￥4.17,心可舒胶囊,西安天一秦昆制药有限责任公司,规格：0.3g*12粒*2板,效期：2022-07-01
券后约 ￥2.71,￥2.85,化痰平喘片,吉林省华侨药业集团有限公司,规格：30片,效期：2023-05-31
券后约 ￥2.30,￥2.42,盐酸克林霉素胶囊,宜昌人福药业有限责任公司,规格：0.15g*10粒,效期：2022-08-31
券后约 ￥5.23,￥5.51,碳酸氢钠片,百正药业股份有限公司,规格：0.3g*100片,效期：2022-08-31
券后约 ￥3.18,￥3.35,麻杏止咳糖浆,广西葛洪堂药业有限公司(原有盛堂),规格：100ml,效期：2021-11-30
券后约 ￥4.46,￥4.70,马来酸依那普利片,华润双鹤利民药业(济南)有限公司,规格：10mg*16片,效期：2022-01-31
券后约 ￥4.33,￥4.56,利胆排石片,广西万寿堂药业有限公司,规格：18片*2板,效期：2022-04-30
,￥售罄,布洛芬缓释胶囊,吉林省力胜制药有限公司,规格：0.3g*10粒*2板,效期：2023-04-30
券后约 ￥3.89,￥4.09,感冒咳嗽颗粒,河南兴源制药有限公司,规格：10g*9袋,效期：2022-02-28
券后约 ￥6.77,￥7.13,补肾强身胶囊,吉林玉仁制药股份有限公司,规格：0.3g*10粒*2板*3小盒,效期：2023-02-09
券后约 ￥5.13,￥5.40,碳酸钙片,珠海同源药业有限公司,规格：0.75g(相当于钙0.3g)*30片,效期：2022-07-31
券后约 ￥4.15,￥4.37,阿咖酚散,康美保宁(四川)制药有限公司,规格：0.386g*100包(长盒),效期：2022-05-31
券后约 ￥14.00,￥14.74,红花注射液,亚宝药业集团股份有限公司,规格：5ml*10支,效期：2022-06-30
券后约 ￥4.35,￥4.58,肺宁胶囊(返魂草胶囊),吉林省银诺克药业有限公司,规格：0.5g*12粒*2板,效期：2023-04-22
券后约 ￥3.51,￥3.69,三磷酸腺苷二钠片,广西浦北制药厂,规格：20mg*24片,效期：2021-12-06
券后约 ￥10.88,￥11.45,清开灵胶囊,广州白云山明兴制药有限公司,规格：0.25g*24粒,效期：2022-07-31
券后约 ￥14.25,￥15.00,胞磷胆碱钠片,福建省闽东力捷迅药业有限公司,规格：0.2g*10片,效期：2022-11-30
券后约 ￥8.39,￥8.83,西咪替丁片,万邦德制药集团股份有限公司,规格：0.2g*100片,效期：2023-04-30
券后约 ￥4.96,￥5.22,维生素乳液（维生素E+维生素C乳）,江西水滴药业有限公司,规格：100ml,效期：2022-10-07
券后约 ￥8.58,￥9.03,地氯雷他定片,广东九明制药有限公司,规格：5mg*9片,效期：2022-07-31
券后约 ￥12.81,￥13.48,喘舒片,河南华峰制药有限公司,规格：0.32g*24片(糖衣),效期：2022-05-31
券后约 ￥16.25,￥17.10,恩替卡韦分散片,苏州东瑞制药有限公司,规格：0.5mg*7片*3板,效期：2023-03-02
券后约 ￥8.30,￥8.74,格列齐特缓释胶囊,桂林华信制药有限公司,规格：30mg*10粒*3板,效期：2022-08-31
券后约 ￥5.16,￥5.43,马来酸噻吗洛尔滴眼液,江苏远恒药业有限公司,规格：5ml：12.5mg,效期：2022-05-21
券后约 ￥7.68,￥8.08,复方金银花颗粒,黑龙江乌苏里江制药有限公司哈尔滨分公司,规格：10g*11袋,效期：2022-04-30
券后约 ￥5.96,￥6.27,通脉颗粒,四川升和药业股份有限公司,规格：10g*10袋,效期：2022-03-31
券后约 ￥3.51,￥3.69,转移因子胶囊,金花企业(集团)股份有限公司西安金花制药厂,规格：3mg:100μg*12粒,效期：2022-05-31
券后约 ￥5.07,￥5.34,滴耳油,广东恒健制药有限公司,规格：10ml,效期：2022-07-16
券后约 ￥10.83,￥11.40,养胃舒胶囊,合肥华润神鹿药业有限公司,规格：0.4g*24粒,效期：2022-07-31
券后约 ￥4.97,￥5.23,心脑康胶囊,吉林真元制药有限公司,规格：0.25g*48粒,效期：2023-05-31
券后约 ￥13.82,￥14.55,血府逐瘀片,重庆希尔安药业有限公司,规格：0.45g*12片*4板(薄膜衣),效期：2022-10-28
券后约 ￥3.23,￥3.40,布洛芬缓释胶囊,吉林省力胜制药有限公司,规格：0.3g*11粒,效期：2023-02-28
券后约 ￥3.34,￥3.52,六味地黄丸,吉林金宝药业股份有限公司,规格：200丸(每8丸相当于饮片3克)(浓缩,效期：2022-10-31
券后约 ￥10.07,￥10.60,刺五加注射液,黑龙江省格润药业有限责任公司,规格：20ml*5支,效期：2022-02-28
券后约 ￥3.25,￥3.42,鼻炎灵片,河南金鸿堂制药有限公司,规格：0.3g*15片*2板(糖衣),效期：2022-02-28
券后约 ￥2.02,￥2.13,银杏叶片,江苏飞马药业有限公司,规格：0.185g*12片*2板(薄膜衣),效期：2023-02-28
券后约 ￥2.89,￥3.04,元胡止痛片,甘肃佛仁制药科技有限公司,规格：24片/1板(糖衣),效期：2022-07-31
券后约 ￥4.75,￥5.00,心脑康胶囊,吉林省银诺克药业有限公司(原长春银诺克药业有限公司),规格：0.25g*12粒*3板,效期：2023-04-20
券后约 ￥5.05,￥5.32,奥沙普秦肠溶片,福安药业集团宁波天衡制药有限公司,规格：200mg*20片,效期：2022-04-30
券后约 ￥4.46,￥4.70,脑心舒口服液,钓鱼台医药集团吉林天强制药股份有限公司,规格：10ml*10支,效期：2022-08-31
券后约 ￥5.68,￥5.98,葡萄糖酸锌口服溶液,湖北纽兰药业有限公司,规格：10ml:35mg*10支,效期：2022-07-31
券后约 ￥4.07,￥4.28,养血安神片,景忠山国药(唐山)有限公司,规格：0.25g*12片*4板(糖衣),效期：2022-06-30
券后约 ￥10.26,￥10.80,祖师麻关节止痛膏,兰州天瑞制药有限公司,规格：7cm*10cm*2片*3袋,效期：2023-08-14
券后约 ￥9.31,￥9.80,癃闭舒片,遂成药业股份有限公司,规格：0.31g*36片,效期：2022-03-31
券后约 ￥3.89,￥4.10,复合维生素B片,江苏鹏鹞药业有限公司,规格：100片,效期：2023-03-31
券后约 ￥24.37,￥25.65,稳心颗粒,山东步长制药股份有限公司,规格：5g*9袋(无蔗糖),效期：
券后约 ￥9.57,￥10.07,利肺片,山西仁源堂药业有限公司,规格：0.25g*36片,效期：2022-12-31
券后约 ￥8.84,￥9.31,百合固金片,广州诺金制药有限公司,规格：0.4g*30片,效期：2022-07-31
券后约 ￥40.22,￥42.34,孟鲁司特钠咀嚼片,齐鲁制药（海南）有限公司,规格：5mg*7片*2板                                                 ,效期：2022-06-11
券后约 ￥5.62,￥5.92,通脉颗粒,哈尔滨大洋制药股份有限公司,规格：6g*8袋,效期：2023-06-04
券后约 ￥4.51,￥4.75,葡萄糖酸锌片,海南制药厂有限公司,规格：70mg*100片,效期：2023-07-31
券后约 ￥2.14,￥2.25,清咽片,吉林省银诺克药业有限公司,规格：10片*2板,效期：2023-04-17
券后约 ￥1.34,￥1.41,维生素C注射液,国药集团容生制药有限公司,规格：2ml:0.5g*10支,效期：2022-06-30
券后约 ￥1.61,￥1.70,维生素C注射液,遂成药业股份有限公司,规格：5ml:1g*5支,效期：2022-08-31
券后约 ￥8.38,￥8.82,缬沙坦氢氯噻嗪分散片,山东司邦得制药有限公司,规格：7片,效期：2022-05-31
券后约 ￥5.70,￥6.00,护肝片,广东云方制药有限公司,规格：0.35g*100片(糖衣),效期：2023-02-28
券后约 ￥8.47,￥8.92,盐酸曲美他嗪片,江苏吴中医药集团有限公司苏州制药厂,规格：20mg*30片,效期：2022-03-31
券后约 ￥12.45,￥13.11,苯扎贝特分散片,江苏万高药业股份有限公司,规格：0.2g*24片,效期：2022-05-31
券后约 ￥10.10,￥10.63,夜宁颗粒,湖北午时药业股份有限公司,规格：12g*12袋(无糖型),效期：2022-05-31
券后约 ￥4.93,￥5.19,千柏鼻炎片,广东省惠州市中药厂有限公司,规格：60片(糖衣),效期：2022-06-30
券后约 ￥4.59,￥4.83,桂附地黄丸(浓缩丸),河南省济源市济世药业有限公司,规格：200丸(每8丸相当于原生药3g),效期：2025-01-16
券后约 ￥6.84,￥7.20,养血安神糖浆,江西海尔思药业股份有限公司,规格：10ml*10支,效期：2022-06-30
券后约 ￥8.38,￥8.82,盐酸氨基葡萄糖片,江苏正大清江制药有限公司,规格：0.75g*6片,效期：
券后约 ￥1.66,￥1.75,益母草颗粒,四川逢春制药有限公司,规格：15g*10袋,效期：
券后约 ￥5.69,￥5.99,硝酸咪康唑阴道软胶囊,威海华新药业集团有限公司,规格：0.4g*3粒,效期：2022-09-14
券后约 ￥3.16,￥3.33,金银花露,湖北济安堂药业股份有限公司,规格：340ml（塑瓶）,效期：2021-11-30
券后约 ￥8.34,￥8.78,羚羊清肺颗粒,江西保利制药有限公司,规格：6g*9袋,效期：2022-04-17
券后约 ￥18.43,￥19.40,肾炎舒片,吉林市鹿王制药股份有限公司,规格：0.27g*18片*3板,效期：2022-12-02
券后约 ￥9.11,￥9.59,芥子,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-03-31
券后约 ￥3.16,￥3.33,甲磺酸培氟沙星片,内蒙古通辽制药股份有限公司,规格：0.1g*12片,效期：2022-04-30
券后约 ￥9.11,￥9.59,粉葛,四川九威阁中药饮片有限公司,规格：0.5kg（块）,效期：2025-02-28
券后约 ￥2.57,￥2.71,吲达帕胺片,天津和治药业集团有限公司,规格：2.5mg*30片(薄膜衣),效期：2022-06-30
券后约 ￥9.40,￥9.89,葛根,四川九威阁中药饮片有限公司,规格：0.5kg（块）,效期：2025-06-30
券后约 ￥2.89,￥3.04,对乙酰氨基酚片,辽源市百康药业有限责任公司,规格：0.3g*100片,效期：2023-02-28
券后约 ￥103.73,￥109.19,威灵仙,四川九威阁中药饮片有限公司,规格：1kg（段）,效期：2024-12-31
券后约 ￥7.29,￥7.67,柏子养心丸,药都制药集团股份有限公司,规格：9g*10丸,效期：2023-05-06
券后约 ￥33.05,￥34.79,山萸肉,四川九威阁中药饮片有限公司,规格：0.5kg(净制),效期：2025-04-30
券后约 ￥3.61,￥3.80,咳特灵胶囊,广东和平药业有限公司,规格：30粒,效期：2022-04-04
券后约 ￥37.80,￥39.79,黄芪,四川九威阁中药饮片有限公司,规格：0.5kg（圆片）,效期：2025-07-31
券后约 ￥13.49,￥14.20,药艾条,烟台爱心药业有限公司,规格：30g*10支,效期：2024-05-10
券后约 ￥19.18,￥20.19,狗脊,四川盛世锦荣药业有限公司,规格：1kg（净制）,效期：2024-12-31
券后约 ￥2.85,￥3.00,氯雷他定片,三门峡赛诺维制药有限公司,规格：10mg*6片,效期：2024-07-31
券后约 ￥14.34,￥15.09,牡丹皮,四川九威阁中药饮片有限公司,规格：0.5kg(片),效期：2025-05-31
券后约 ￥6.92,￥7.28,盐酸金刚烷胺片,江苏鹏鹞药业有限公司,规格：0.1g*100片,效期：2024-03-31
券后约 ￥7.40,￥7.79,白土苓,四川九威阁中药饮片有限公司,规格：0.5kg（片）,效期：2025-01-31
券后约 ￥1.54,￥1.62,利巴韦林注射液,山西太原药业有限公司,规格：1ml:0.1g*10支,效期：2022-02-11
券后约 ￥22.03,￥23.19,荆芥穗,四川盛世锦荣药业有限公司,规格：500g（净制）                                                ,效期：2024-12-31
券后约 ￥5.07,￥5.34,固本咳喘胶囊,合肥今越制药有限公司,规格：0.4g*12片*2板,效期：2023-02-28
券后约 ￥7.31,￥7.69,葶苈子,四川盛世锦荣药业有限公司,规格：500g(净制),效期：2024-05-31
券后约 ￥4.88,￥5.14,注射用盐酸川芎嗪,平光制药股份有限公司,规格：80mg,效期：2022-08-31
券后约 ￥20.70,￥21.79,板蓝根,四川九威阁中药饮片有限公司,规格：0.5kg(片),效期：2024-12-31
券后约 ￥4.15,￥4.37,人参健脾丸,山西万辉制药有限公司,规格：6g*10丸,效期：2022-06-30
券后约 ￥28.11,￥29.59,西青果,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2025-04-30
券后约 ￥3.13,￥3.30,氨茶碱片,上海玉瑞生物科技(安阳)药业有限公司,规格：0.1g*100片,效期：2022-05-31
券后约 ￥15.29,￥16.09,麸炒山药,成都市祺隆中药饮片有限公司,规格：0.5kg（麸炒）,效期：2025-05-31
券后约 ￥3.09,￥3.25,风油精,江苏华神药业有限公司,规格：9ml,效期：2023-06-30
券后约 ￥66.49,￥69.99,桔梗,四川盛世锦荣药业有限公司,规格：1kg（切制）,效期：2024-12-31
券后约 ￥1.99,￥2.09,元胡止痛片,湖北亿雄祥瑞药业股份有限公司,规格：100片(糖衣)                                                 ,效期：2022-05-31
券后约 ￥51.58,￥54.29,独活,成都市祺隆中药饮片有限公司,规格：1kg（片）,效期：2025-03-31
券后约 ￥1.18,￥1.24,氯化钠注射液,国药集团容生制药有限公司,规格：10ml:90mg*5支,效期：2022-07-31
券后约 ￥9.78,￥10.29,牛蒡子,四川盛世锦荣药业有限公司,规格：500g（净制）,效期：2024-12-31
券后约 ￥9.68,￥10.19,金嗓子喉宝(无蔗糖)罗汉果含片,广西金嗓子保健品有限公司,规格：22.8g(铁盒),效期：2023-09-09
券后约 ￥9.78,￥10.29,炒芥子,四川盛世锦荣药业有限公司,规格：500g（炒制）,效期：2024-08-31
券后约 ￥7.68,￥8.08,叶酸片,西安利君制药有限责任公司,规格：5mg*100片,效期：2023-05-18
